week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2021-02-20,"Eastern Africa","South Sudan",Jonglei,"Violence against civilians","Abduction/forced disappearance",1,0,"6,679","Political violence",7.631,32.141
2021-02-20,"Northern Africa",Sudan,Gedaref,"Violence against civilians","Abduction/forced disappearance",1,0,379,"Political violence",14.214,35.022
2021-02-20,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",3,0,"93,002","Political violence",36.413,40.552
2021-02-20,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",5,0,"90,469","Political violence",36.144,37.398
2021-02-20,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",5,0,"58,834","Political violence",36.027,38.922
2021-02-20,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",3,0,"37,365","Political violence",35.232,40.276
2021-02-20,"Middle East",Syria,Idleb,"Violence against civilians","Abduction/forced disappearance",1,0,"22,226","Political violence",35.855,36.565
2021-02-20,"Eastern Africa",Uganda,Mpigi,"Violence against civilians","Abduction/forced disappearance",1,0,"10,612","Political violence",0.139,32.263
2021-02-20,"South America",Venezuela,Apure,"Violence against civilians","Abduction/forced disappearance",1,0,"8,982","Political violence",7.074,-68.810
2021-02-20,"Middle East",Yemen,Aden,"Violence against civilians","Abduction/forced disappearance",1,0,"10,762","Political violence",12.806,44.788
2021-02-20,"Middle East",Yemen,Lahij,"Violence against civilians","Abduction/forced disappearance",1,0,"31,184","Political violence",13.320,44.762
2021-02-27,"South America",Brazil,Bahia,"Violence against civilians","Abduction/forced disappearance",1,0,"46,364","Political violence",-13.423,-42.656
2021-02-27,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",2,0,"17,085","Political violence",14.024,-0.768
2021-02-27,"Eastern Africa",Burundi,Cibitoke,"Violence against civilians","Abduction/forced disappearance",1,0,"11,494","Political violence",-2.847,29.262
2021-02-27,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"45,814","Political violence",5.236,9.281
2021-02-27,"Middle Africa","Central African Republic",Haute-Kotto,"Violence against civilians","Abduction/forced disappearance",1,0,"37,475","Political violence",7.330,22.946
2021-02-27,"Middle Africa","Central African Republic",Vakaga,"Violence against civilians","Abduction/forced disappearance",2,0,"6,627","Political violence",9.802,22.402
2021-02-27,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",2,0,"223,109","Political violence",40.241,116.602
2021-02-27,"East Asia",China,Chongqing,"Violence against civilians","Abduction/forced disappearance",1,0,"105,026","Political violence",30.191,107.859
2021-02-27,"East Asia",China,Fujian,"Violence against civilians","Abduction/forced disappearance",1,0,"336,013","Political violence",25.963,118.007
2021-02-27,"East Asia",China,Guizhou,"Violence against civilians","Abduction/forced disappearance",1,0,"122,014","Political violence",26.924,106.620
2021-02-27,"East Asia",China,Hebei,"Violence against civilians","Abduction/forced disappearance",1,0,"21,280","Political violence",39.304,115.627
2021-02-27,"East Asia",China,Shandong,"Violence against civilians","Abduction/forced disappearance",1,0,"77,574","Political violence",36.295,118.014
2021-02-27,"East Asia",China,Shanghai,"Violence against civilians","Abduction/forced disappearance",1,0,"3,752","Political violence",31.077,121.333
2021-02-27,"East Asia",China,Sichuan,"Violence against civilians","Abduction/forced disappearance",1,0,"25,648","Political violence",30.182,102.290
2021-02-27,"East Asia",China,Tianjin,"Violence against civilians","Abduction/forced disappearance",1,0,"13,278","Political violence",39.371,117.318
2021-02-27,"South America",Colombia,Arauca,"Violence against civilians","Abduction/forced disappearance",1,0,"42,727","Political violence",6.573,-70.957
2021-02-27,"South America",Colombia,"Norte de Santander","Violence against civilians","Abduction/forced disappearance",2,0,"9,855","Political violence",8.082,-72.862
2021-02-27,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,"3,559","Political violence",2.130,29.051
2021-02-27,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,95,"Political violence",-0.551,28.719
2021-02-27,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"1,763","Political violence",-3.297,28.167
2021-02-27,"Western Africa",Ghana,Ashanti,"Violence against civilians","Abduction/forced disappearance",1,0,"3,349","Political violence",6.740,-1.625
2021-02-27,Caribbean,Haiti,Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"66,786","Political violence",19.567,-72.217
2021-02-27,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",5,0,"149,931","Political violence",18.617,-72.174
2021-02-27,Caribbean,Haiti,Sud,"Violence against civilians","Abduction/forced disappearance",1,0,"21,358","Political violence",18.228,-73.883
2021-02-27,"Eastern Africa",Kenya,Wajir,"Violence against civilians","Abduction/forced disappearance",1,0,"39,090","Political violence",1.922,40.028
2021-02-27,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",1,0,"2,087","Political violence",14.515,-3.649
2021-02-27,"North America",Mexico,"Baja California","Violence against civilians","Abduction/forced disappearance",1,0,"37,373","Political violence",30.359,-115.244
2021-02-27,"North America",Mexico,Chihuahua,"Violence against civilians","Abduction/forced disappearance",1,0,"42,010","Political violence",28.704,-106.038
2021-02-27,"North America",Mexico,Mexico,"Violence against civilians","Abduction/forced disappearance",1,0,"46,576","Political violence",19.328,-99.822
2021-02-27,"Eastern Africa",Mozambique,Sofala,"Violence against civilians","Abduction/forced disappearance",1,0,"1,077","Political violence",-19.058,34.886
2021-02-27,"Southeast Asia",Myanmar,Shan-North,"Violence against civilians","Abduction/forced disappearance",2,0,"64,835","Political violence",22.822,98.007
2021-02-27,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",1,0,"33,195","Political violence",15.532,13.127
2021-02-27,"Western Africa",Nigeria,Delta,"Violence against civilians","Abduction/forced disappearance",1,0,"11,795","Political violence",5.760,6.327
2021-02-27,"Western Africa",Nigeria,Ekiti,"Violence against civilians","Abduction/forced disappearance",1,0,"22,721","Political violence",7.696,5.301
2021-02-27,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",1,0,"2,627","Political violence",12.243,7.506
2021-02-27,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",5,0,"78,801","Political violence",9.795,5.738
2021-02-27,"Western Africa",Nigeria,Sokoto,"Violence against civilians","Abduction/forced disappearance",1,0,"14,968","Political violence",12.708,5.211
2021-02-27,"Eastern Africa",Somalia,Galgaduud,"Violence against civilians","Abduction/forced disappearance",1,0,86,"Political violence",4.985,46.897
2021-02-27,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,"4,778","Political violence",4.890,31.459
2021-02-27,"Eastern Africa","South Sudan",Unity,"Violence against civilians","Abduction/forced disappearance",2,0,"56,890","Political violence",8.664,29.801
2021-02-27,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",4,0,"113,191","Political violence",36.413,40.552
2021-02-27,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",1,0,424,"Political violence",36.144,37.398
2021-02-27,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",5,0,"69,228","Political violence",36.027,38.922
2021-02-27,"Middle East",Syria,"As Sweida","Violence against civilians","Abduction/forced disappearance",1,0,"9,614","Political violence",32.762,36.892
2021-02-27,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",5,0,"45,203","Political violence",35.232,40.276
2021-02-27,"South America",Venezuela,Zulia,"Violence against civilians","Abduction/forced disappearance",2,0,"61,748","Political violence",10.100,-72.443
2021-02-27,"Middle East",Yemen,Shabwah,"Violence against civilians","Abduction/forced disappearance",1,0,"23,715","Political violence",14.651,46.620
2021-03-06,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Violence against civilians","Abduction/forced disappearance",1,0,"8,665","Political violence",34.373,70.366
2021-03-06,"Western Africa","Burkina Faso",Centre-Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"12,127","Political violence",13.224,-1.031
2021-03-06,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",2,0,"2,360","Political violence",12.257,1.006
2021-03-06,"Western Africa","Burkina Faso",Nord,"Violence against civilians","Abduction/forced disappearance",1,0,724,"Political violence",13.453,-2.251
2021-03-06,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",1,0,300,"Political violence",14.024,-0.768
2021-03-06,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"4,531","Political violence",11.456,14.792
2021-03-06,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"15,796","Political violence",6.434,10.468
2021-03-06,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",3,0,"337,317","Political violence",40.241,116.602
2021-03-06,"East Asia",China,Chongqing,"Violence against civilians","Abduction/forced disappearance",1,0,"178,741","Political violence",30.191,107.859
2021-03-06,"East Asia",China,Hebei,"Violence against civilians","Abduction/forced disappearance",2,0,"122,992","Political violence",39.304,115.627
2021-03-06,"East Asia",China,Hubei,"Violence against civilians","Abduction/forced disappearance",2,0,"242,994","Political violence",31.143,112.913
2021-03-06,"South America",Colombia,Antioquia,"Violence against civilians","Abduction/forced disappearance",1,0,"3,718","Political violence",7.157,-75.445
2021-03-06,"South America",Colombia,Arauca,"Violence against civilians","Abduction/forced disappearance",2,0,"53,789","Political violence",6.573,-70.957
2021-03-06,"Middle Africa","Democratic Republic of Congo",Haut-Uele,"Violence against civilians","Abduction/forced disappearance",4,0,"9,440","Political violence",3.337,28.789
2021-03-06,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",5,0,"17,651","Political violence",-0.551,28.719
2021-03-06,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",3,0,"1,963","Political violence",-3.297,28.167
2021-03-06,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"46,978","Political violence",18.617,-72.174
2021-03-06,"Southeast Asia",Indonesia,"Central Papua","Violence against civilians","Abduction/forced disappearance",1,0,1,"Political violence",-3.808,136.743
2021-03-06,"Middle East",Iraq,"Al Qadissiya","Violence against civilians","Abduction/forced disappearance",1,0,"113,262","Political violence",31.845,45.167
2021-03-06,"Western Africa",Mali,Gao,"Violence against civilians","Abduction/forced disappearance",1,0,78,"Political violence",16.988,-0.109
2021-03-06,"Western Africa",Mali,Menaka,"Violence against civilians","Abduction/forced disappearance",1,0,"101,612","Political violence",16.661,2.916
2021-03-06,"Western Africa",Mali,Segou,"Violence against civilians","Abduction/forced disappearance",1,0,"1,060","Political violence",14.051,-6.003
2021-03-06,"North America",Mexico,"Baja California","Violence against civilians","Abduction/forced disappearance",2,0,"69,836","Political violence",30.359,-115.244
2021-03-06,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",2,0,"119,650","Political violence",29.401,-110.554
2021-03-06,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",1,0,82,"Political violence",15.532,13.127
2021-03-06,"Western Africa",Niger,Maradi,"Violence against civilians","Abduction/forced disappearance",1,0,"3,077","Political violence",14.232,7.475
2021-03-06,"Western Africa",Nigeria,Edo,"Violence against civilians","Abduction/forced disappearance",2,0,"191,928","Political violence",6.654,5.878
2021-03-06,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",3,0,"55,300","Political violence",12.243,7.506
2021-03-06,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",2,0,"17,564","Political violence",7.621,6.854
2021-03-06,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",2,0,"2,486","Political violence",9.795,5.738
2021-03-06,"Western Africa",Nigeria,Plateau,"Violence against civilians","Abduction/forced disappearance",1,0,"46,284","Political violence",9.365,9.628
